1p. Locale broad type (name),1q. Census Region,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration,5b. Percent non-white and/or Hispanic,0a. Has committed ESBs?
Town,Midwest,No,16.0,2049.0,3.0,79883.0,0.07400000000000001,5.957732029,58.31931447,0.040717221,0.0
Suburban,Midwest,No,399.0,38590.0,52.0,91534.0,0.053,6.950569677,59.45837909,0.257623149,0.0
Rural,Midwest,Yes,6.0,338.0,2.0,68750.0,0.064,5.608104222,59.98881718,0.045784225,0.0
Town,Midwest,No,4.0,5120.0,14.0,56416.0,0.147,7.201277122,59.05444617,0.23237365,0.0
Rural,Midwest,Yes,7.0,225.0,2.0,57031.0,0.129,5.659617768,56.92872009,0.057576551,0.0
Rural,Midwest,Yes,22.0,946.0,3.0,55893.0,0.127,5.323864918,57.12661677,0.165043988,0.0
Rural,Midwest,Yes,1.0,912.0,2.0,75938.0,0.059000000000000004,6.030602936,59.88841765,0.133496007,0.0
Rural,Midwest,Yes,10.0,696.0,2.0,72537.0,0.061,4.249083002,54.01957006,0.128918099,0.0
Rural,Midwest,Yes,8.0,413.0,2.0,68261.0,0.049,5.401544875,59.70434142,0.059577788,0.0
Town,Midwest,No,20.0,2863.0,5.0,96625.0,0.035,6.042981935,58.41492197,0.058099033,0.0
Town,Midwest,No,3.0,1549.0,7.0,92003.0,0.027999999999999997,6.496399354,59.22253426,0.077015601,0.0
Rural,Midwest,No,42.0,4836.0,15.0,60875.0,0.145,5.315960289,56.4934876,0.270682574,0.0
Town,Midwest,No,11.0,808.0,4.0,57006.0,0.09300000000000001,5.809230354,60.2937162,0.107874266,0.0
Rural,Midwest,Yes,1.0,517.0,2.0,52070.0,0.1,5.203734199,59.13041538,0.065190063,0.0
Town,Midwest,No,2.0,3204.0,6.0,102449.0,0.02,6.106218286,58.61077196,0.074406398,0.0
Rural,Midwest,Yes,16.0,623.0,4.0,61942.0,0.1,6.015487751,59.45437166,0.117239852,0.0
Rural,Midwest,Yes,9.0,712.0,2.0,48125.0,0.134,5.189918328,56.64997688,0.409805533,0.0
Rural,Midwest,Yes,16.0,853.0,2.0,76534.0,0.087,7.163247807,59.06564942,0.082749841,0.0
Town,Midwest,No,16.0,212.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,2.0,790.0,2.0,63770.0,0.11800000000000001,5.502806459,57.12714474,0.067269907,0.0
Town,Midwest,No,10.0,6232.0,13.0,61424.0,0.105,5.02666584,58.58277908,0.059526046,0.0
Town,Midwest,No,9.0,617.0,4.0,55094.0,0.15,5.821698263,59.9660795,0.078020048,0.0
Suburban,Midwest,No,8.0,2124.0,11.0,64890.0,0.11199999999999999,7.439293734,59.12125955,0.65340226,0.0
Rural,Midwest,Yes,16.0,558.0,2.0,52549.0,0.22699999999999998,5.334008975,58.8564625,0.14218543,0.0
Rural,Midwest,Yes,16.0,180.0,2.0,47031.0,0.126,5.669756986,59.73093,0.198479087,0.0
Town,Midwest,No,16.0,5313.0,11.0,88927.0,0.066,6.3509726,58.62820591,0.079218861,0.0
Suburban,Midwest,No,16.0,7822.0,20.0,81002.0,0.085,7.420539496,58.76680618,0.337803411,0.0
Rural,Midwest,Yes,16.0,227.0,2.0,59625.0,0.115,6.413218756,60.01974317,0.157179054,0.0
Town,Midwest,No,16.0,2286.0,4.0,105385.0,0.048,7.723678325,57.99571269,0.154368715,0.0
Rural,Midwest,No,3.0,730.0,3.0,59941.0,0.075,7.821982341,56.35739312,0.047693025,0.0
Rural,Midwest,No,53.0,5062.0,17.0,78687.0,0.091,5.897268469,58.12812811,0.07016449,0.0
Rural,Midwest,Yes,2.0,120.0,2.0,65714.0,0.094,5.725813531,60.01710062,0.054609929,0.0
Rural,Midwest,Yes,7.0,607.0,2.0,59107.0,0.08900000000000001,5.499174579,62.00989737,0.054963967,0.0
Town,Midwest,No,8.0,1055.0,2.0,77309.0,0.071,7.331136045,57.82843864,0.061734662,0.0
Rural,Midwest,Yes,1.0,342.0,2.0,71161.0,0.09699999999999999,4.36219289,53.92249807,0.110618971,0.0
Rural,Midwest,Yes,1.0,1138.0,4.0,53778.0,0.261,4.796591714,55.89455428,0.351450039,0.0
Suburban,Midwest,No,3.0,6764.0,18.0,96278.0,0.037000000000000005,7.084763638,59.05262389,0.155058366,0.0
Suburban,Midwest,No,26.0,9320.0,23.0,110770.0,0.035,6.808525007,59.10483235,0.144970535,0.0
Rural,Midwest,No,1.0,927.0,3.0,81061.0,0.054000000000000006,7.729354978,57.37780183,0.0710546,0.0
Rural,Midwest,Yes,16.0,702.0,0.0,125417.0,0.026000000000000002,6.40260663,57.00008,0.095459421,0.0
Town,Midwest,No,2.0,684.0,3.0,53125.0,0.16,4.847789856,53.70240399,0.047248358,0.0
Rural,Midwest,Yes,16.0,132.0,2.0,71875.0,0.065,5.745598233,60.37326029,0.134851936,0.0
Urban,Midwest,No,16.0,115.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,6.0,608.0,2.0,87750.0,0.035,6.762624035,59.41981442,0.116042181,0.0
Rural,Midwest,Yes,3.0,189.0,2.0,58269.0,0.14300000000000002,5.843238171,57.9659198,0.129797627,0.0
Town,Midwest,Yes,16.0,2641.0,8.0,56818.0,0.138,4.374160704,53.80938933,0.112253716,0.0
Town,Midwest,No,16.0,2387.0,7.0,83393.0,0.07,5.866366769,58.44196583,0.051236596,0.0
Rural,Midwest,No,3.0,1058.0,4.0,57297.0,0.098,4.654264839,54.22252823,0.084003137,0.0
Rural,Midwest,Yes,1.0,115.0,2.0,56667.0,0.071,6.305128913,59.81495615,0.124136269,0.0
Rural,Midwest,Yes,1.0,305.0,2.0,68393.0,0.067,4.102778704,54.60826491,0.055167755,0.0
Town,Midwest,No,10.0,1135.0,6.0,52760.0,0.136,5.87766051,57.43677571,0.140058012,0.0
Town,Midwest,No,16.0,1011.0,2.0,55422.0,0.11900000000000001,4.711109621,57.92661872,0.052254045,0.0
Rural,Midwest,No,16.0,2100.0,7.0,75088.0,0.057999999999999996,5.948232769,58.41075219,0.062146651,0.0
Rural,Midwest,Yes,8.0,549.0,2.0,67578.0,0.08199999999999999,5.746582842,61.00119262,0.082698585,0.0
Rural,Midwest,Yes,21.0,885.0,4.0,61406.0,0.113,4.560401879,54.21572885,0.167192429,0.0
Town,Midwest,No,16.0,2448.0,3.0,99770.0,0.033,6.517050444,58.45643298,0.088792175,0.0
Town,Midwest,No,6.0,2775.0,12.0,64140.0,0.1,5.442724548,59.32517557,0.142613789,0.0
Rural,Midwest,No,16.0,1561.0,3.0,75673.0,0.06,6.103791905,59.59652006,0.095593861,0.0
Rural,Midwest,Yes,5.0,1098.0,3.0,78909.0,0.053,7.892038541,57.29983925,0.099831744,0.0
Urban,Midwest,No,18.0,8554.0,28.0,61291.0,0.162,5.259199638,53.05596622,0.113085592,0.0
Rural,Midwest,Yes,16.0,777.0,4.0,47430.0,0.136,4.623607093,54.8960456,0.131113909,0.0
Suburban,Midwest,No,6.0,1889.0,4.0,71071.0,0.11199999999999999,6.191471479,56.7207816,0.157802781,0.0
Rural,Midwest,Yes,16.0,918.0,4.0,76094.0,0.059000000000000004,5.862089176,58.60044985,0.048841444,0.0
Rural,Midwest,Yes,5.0,434.0,2.0,62604.0,0.03,5.527624078,62.39844149,0.118926042,0.0
Suburban,Midwest,No,16.0,14152.0,31.0,105736.0,0.033,6.340747306,59.02823005,0.105900922,0.0
Rural,Midwest,Yes,4.0,130.0,2.0,59861.0,0.037000000000000005,5.71459321,62.42657472,0.097644287,0.0
Town,Midwest,No,2.0,542.0,3.0,52113.0,0.122,4.441877706,53.87732915,0.097863818,0.0
Urban,Midwest,No,16.0,11248.0,13.0,135514.0,0.038,7.031425666,58.82109324,0.122121926,0.0
Suburban,Midwest,No,16.0,6800.0,12.0,107241.0,0.028999999999999998,7.276115613,58.43147857,0.141599384,0.0
Rural,Midwest,Yes,6.0,504.0,2.0,68250.0,0.11699999999999999,5.728994205,57.8232019,0.096546808,0.0
Rural,Midwest,Yes,5.0,232.0,2.0,102917.0,0.047,5.937174517,57.37454668,0.107585926,0.0
Rural,Midwest,Yes,3.0,163.0,3.0,50909.0,0.12300000000000001,4.161527654,54.07456029,0.108293714,0.0
Rural,Midwest,Yes,20.0,1925.0,3.0,82840.0,0.06,5.57487072,57.9364164,0.041057759,0.0
Town,Midwest,No,40.0,5855.0,14.0,91877.0,0.043,6.75974946,58.45561185,0.094613095,0.0
Rural,Midwest,Yes,7.0,621.0,2.0,51719.0,0.13,5.523761274,57.70806554,0.297036031,0.0
Rural,Midwest,Yes,16.0,848.0,2.0,62321.0,0.107,5.286925665,58.9858156,0.160792762,0.0
Suburban,Midwest,No,1.0,2788.0,10.0,64878.0,0.10800000000000001,7.438703979,59.18843822,0.419991843,0.0
Rural,Midwest,Yes,1.0,383.0,2.0,71000.0,0.06,5.792668713,61.59979761,0.11389551,0.0
Rural,Midwest,Yes,2.0,600.0,3.0,59079.0,0.105,6.257368043,59.39948992,0.126878448,0.0
Rural,Midwest,Yes,1.0,706.0,2.0,87723.0,0.087,7.474094754,57.38258805,0.056796426,0.0
Rural,Midwest,Yes,7.0,263.0,2.0,57396.0,0.084,5.575276887,57.66759909,0.060017271,0.0
Rural,Midwest,Yes,1.0,328.0,3.0,75385.0,0.076,6.604740765,60.16646625,0.108450625,0.0
Rural,Midwest,Yes,14.0,459.0,4.0,65045.0,0.091,4.354925335,52.96916112,0.151596699,0.0
Rural,Midwest,Yes,3.0,445.0,3.0,67250.0,0.076,7.376492877,58.45291,0.042147806,0.0
Rural,Midwest,No,61.0,4023.0,11.0,58807.0,0.11,4.616847709,54.26286229,0.103604775,0.0
Rural,Midwest,Yes,6.0,446.0,2.0,71250.0,0.114,5.775610205,60.46093014,0.110077368,0.0
Town,Midwest,No,2.0,4116.0,11.0,91707.0,0.049,7.494790714,56.84881527,0.11166411,0.0
Rural,Midwest,Yes,4.0,1048.0,3.0,88107.0,0.052000000000000005,5.84623646,59.82465607,0.066181818,0.0
Rural,Midwest,Yes,1.0,645.0,2.0,72115.0,0.065,7.360650839,58.62789967,0.087433379,0.0
Rural,Midwest,Yes,1.0,211.0,4.0,46667.0,0.11800000000000001,5.377647428,62.58535969,0.04835924,0.0
Rural,Midwest,Yes,16.0,382.0,2.0,58750.0,0.091,5.283222595,59.50344366,0.054733608,0.0
Rural,Midwest,Yes,16.0,102.0,2.0,71667.0,0.062,5.670137291,60.08650765,0.096770486,0.0
Rural,Midwest,No,11.0,2138.0,5.0,84429.0,0.047,4.881141621,53.3135899,0.074651832,0.0
Rural,Midwest,Yes,6.0,294.0,2.0,75337.0,0.071,6.033560382,61.11246189,0.098860044,0.0
Town,Midwest,No,1.0,2123.0,6.0,50221.0,0.11599999999999999,4.838142082,53.66639295,0.060847393,0.0
Rural,Midwest,Yes,16.0,256.0,3.0,51607.0,0.129,4.151706726,55.20870151,0.086040009,0.0
Rural,Midwest,Yes,9.0,341.0,2.0,73664.0,0.08199999999999999,5.52290744,62.72393106,0.078575264,0.0
Rural,Midwest,Yes,6.0,1010.0,5.0,53328.0,0.14300000000000002,4.713276911,55.03810402,0.126376292,0.0
Rural,Midwest,Yes,11.0,1082.0,2.0,83553.0,0.033,5.692137527,58.21504506,0.03453312,0.0
Urban,Midwest,No,72.0,8939.0,12.0,120187.0,0.051,7.252912552,58.99542695,0.264079508,0.0
Urban,Midwest,No,16.0,6833.0,15.0,83614.0,0.068,7.411861993,58.73256503,0.217558973,0.0
Rural,Midwest,Yes,2.0,2115.0,6.0,59375.0,0.098,7.828677517,56.4998826,0.057257659,0.0
Town,Midwest,No,16.0,2765.0,10.0,66142.0,0.078,5.993452677,58.71704982,0.074308833,0.0
Town,Midwest,No,2.0,894.0,2.0,54003.0,0.11699999999999999,4.655209558,54.04752606,0.087519462,0.0
Suburban,Midwest,No,10.0,3441.0,9.0,81134.0,0.067,7.743566052,57.71510558,0.247156819,0.0
Rural,Midwest,Yes,6.0,428.0,3.0,49706.0,0.10800000000000001,4.656996224,56.72594455,0.071584374,0.0
Rural,Midwest,Yes,16.0,73.0,1.0,58500.0,0.085,5.338129507,62.70992,0.046688742,0.0
Town,Midwest,No,3.0,1845.0,4.0,101915.0,0.11,6.78122861,59.30397827,0.138378895,0.0
Rural,Midwest,Yes,16.0,702.0,0.0,90694.0,0.115,5.976178712,59.75839,0.083448276,0.0
Town,Midwest,No,7.0,2163.0,3.0,96161.0,0.027999999999999997,7.467270543,58.41654477,0.076693272,0.0
Rural,Midwest,Yes,5.0,329.0,2.0,69583.0,0.11900000000000001,5.192380729,57.18978997,0.602632404,0.0
Rural,Midwest,Yes,16.0,654.0,3.0,75017.0,0.10800000000000001,7.310071539,58.51385452,0.08779493,0.0
Rural,Midwest,Yes,16.0,824.0,2.0,57122.0,0.138,5.878957303,60.00833698,0.115244672,0.0
Rural,Midwest,Yes,6.0,784.0,2.0,84183.0,0.059000000000000004,5.916489426,58.43416001,0.06738041,0.0
Suburban,Midwest,No,16.0,1028.0,3.0,73524.0,0.048,7.899989356,56.674145,0.076059214,0.0
Rural,Midwest,Yes,16.0,117.0,2.0,56607.0,0.096,5.31822924,62.71397934,0.067462521,0.0
Town,Midwest,No,16.0,1203.0,2.0,72461.0,0.055,7.561244268,56.54756638,0.057304655,0.0
Rural,Midwest,Yes,6.0,446.0,2.0,57798.0,0.135,5.062875882,56.36441988,0.081714134,0.0
Rural,Midwest,Yes,5.0,181.0,2.0,59844.0,0.053,5.563768782,55.53654141,0.055067648,0.0
Rural,Midwest,Yes,2.0,258.0,2.0,61964.0,0.071,7.406106704,58.15234882,0.054088557,0.0
Town,Midwest,No,16.0,911.0,5.0,75754.0,0.102,6.570624454,59.37893213,0.105836653,0.0
Rural,Midwest,Yes,6.0,622.0,3.0,84180.0,0.09,7.791608391,56.84523415,0.086965835,0.0
Town,Midwest,No,16.0,1543.0,5.0,63750.0,0.073,5.905087344,58.62846773,0.066880841,0.0
Town,Midwest,No,2.0,2466.0,6.0,54220.0,0.11699999999999999,5.197177362,58.26879803,0.050929612,0.0
Rural,Midwest,Yes,16.0,328.0,2.0,55000.0,0.109,4.559086258,54.05791584,0.064463815,0.0
Rural,Midwest,No,12.0,1161.0,4.0,67179.0,0.09699999999999999,5.559952446,62.64881805,0.082299356,0.0
Rural,Midwest,Yes,5.0,305.0,3.0,56146.0,0.16899999999999998,7.1955535,58.96411577,0.06016907,0.0
Rural,Midwest,Yes,16.0,169.0,2.0,73243.0,0.08199999999999999,5.708233576,61.03530055,0.084970613,0.0
Rural,Midwest,Yes,16.0,276.0,2.0,62212.0,0.12300000000000001,7.682057342,56.69797937,0.031309953,0.0
Rural,Midwest,Yes,16.0,620.0,2.0,65875.0,0.071,6.53662173,59.80099405,0.104477612,0.0
Rural,Midwest,Yes,4.0,665.0,3.0,44315.0,0.25,5.539740976,58.35939932,0.398070417,0.0
Suburban,Midwest,No,3.0,3176.0,6.0,122845.0,0.04,7.376001029,57.93335983,0.149165581,0.0
Urban,Midwest,No,16.0,8398.0,26.0,64456.0,0.16699999999999998,6.896936009,59.6402166,0.131778362,0.0
Rural,Midwest,Yes,16.0,761.0,2.0,78603.0,0.07200000000000001,6.086660905,58.25685586,0.069738175,0.0
Rural,Midwest,Yes,7.0,135.0,2.0,68333.0,0.054000000000000006,5.412414002,57.9108764,0.456985183,0.0
Town,Midwest,No,1.0,2723.0,7.0,58542.0,0.15,5.770713995,60.9012413,0.168220701,0.0
Rural,Midwest,Yes,13.0,650.0,4.0,59677.0,0.09699999999999999,6.508509188,60.37175229,0.045807453,0.0
Rural,Midwest,Yes,11.0,452.0,3.0,50809.0,0.133,4.198637116,55.4587307,0.088598326,0.0
Rural,Midwest,Yes,16.0,912.0,2.0,80947.0,0.071,7.110499962,59.36794844,0.138998891,0.0
Rural,Midwest,No,4.0,1277.0,3.0,66353.0,0.055,5.707670105,58.60198731,0.072055792,0.0
Rural,Midwest,Yes,18.0,964.0,2.0,59700.0,0.11699999999999999,5.068520984,58.09552147,0.053393214,0.0
Town,Midwest,No,16.0,1684.0,5.0,67935.0,0.094,5.279105924,57.61053867,0.058734206,0.0
Rural,Midwest,Yes,16.0,32.0,1.0,67550.0,0.076,5.762755567,60.7217039,0.113570181,0.0
Rural,Midwest,Yes,2.0,518.0,2.0,66576.0,0.043,5.638882054,61.45015741,0.075760093,0.0
Town,Midwest,No,1.0,1383.0,5.0,58926.0,0.122,5.858519965,60.5741895,0.13478949,0.0
Town,Midwest,No,1.0,4142.0,10.0,85480.0,0.068,6.202585962,58.65101742,0.103834299,0.0
Suburban,Midwest,No,5.0,7412.0,16.0,65016.0,0.172,6.554283994,59.16884308,0.15840667,0.0
Town,Midwest,No,4.0,600.0,2.0,65263.0,0.245,4.278781129,54.06342666,0.114486964,0.0
Rural,Midwest,No,17.0,1642.0,4.0,60828.0,0.095,5.047586505,56.65449978,0.059922519,0.0
Rural,Midwest,No,16.0,2438.0,6.0,98621.0,0.081,6.702761161,58.56940129,0.081166181,0.0
Rural,Midwest,Yes,16.0,501.0,2.0,58348.0,0.141,6.289108638,60.36007078,0.163544399,0.0
Rural,Midwest,Yes,16.0,581.0,3.0,57197.0,0.14,4.619704803,54.1165838,0.107231099,0.0
Rural,Midwest,Yes,11.0,597.0,3.0,69362.0,0.047,4.902031632,56.83193878,0.050109462,0.0
Suburban,Midwest,No,16.0,111.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,16.0,1548.0,5.0,86343.0,0.037000000000000005,5.880848848,59.51667421,0.063390805,0.0
Town,Midwest,No,16.0,4146.0,9.0,109646.0,0.033,6.761789344,59.24699791,0.067131903,0.0
Town,Midwest,No,16.0,2162.0,5.0,67533.0,0.071,6.474887618,59.52698939,0.05469748,0.0
Rural,Midwest,Yes,11.0,783.0,2.0,65071.0,0.096,5.174439541,58.98305277,0.061202186,0.0
Rural,Midwest,Yes,2.0,457.0,3.0,67083.0,0.036000000000000004,5.626789583,57.01975821,0.04929102,0.0
Rural,Midwest,Yes,16.0,347.0,3.0,82768.0,0.066,6.582331482,59.53022678,0.100252908,0.0
Town,Midwest,No,12.0,2641.0,7.0,92481.0,0.067,6.127750891,57.2536338,0.079342542,0.0
Suburban,Midwest,No,86.0,10368.0,24.0,78898.0,0.076,7.646956441,57.51362156,0.326480917,0.0
Town,Midwest,No,16.0,3857.0,11.0,83883.0,0.062,7.153089212,58.98004892,0.125715376,0.0
Town,Midwest,No,16.0,919.0,3.0,87455.0,0.048,6.377314508,59.14073779,0.086298613,0.0
Rural,Midwest,Yes,14.0,564.0,5.0,53690.0,0.16,4.90384472,57.94974005,0.123755334,0.0
Rural,Midwest,No,16.0,2887.0,6.0,138456.0,0.054000000000000006,6.839116328,58.47203955,0.109305711,0.0
Rural,Midwest,Yes,6.0,842.0,2.0,60205.0,0.066,5.550180229,59.35090854,0.037259615,0.0
Town,Midwest,No,16.0,4926.0,14.0,74108.0,0.085,7.115064805,59.33201515,0.138030673,0.0
Rural,Midwest,No,8.0,1765.0,8.0,61449.0,0.13,5.011379861,57.28861025,0.14161737,0.0
Rural,Midwest,Yes,4.0,541.0,2.0,70192.0,0.09300000000000001,5.358801535,59.59369722,0.030186608,0.0
Rural,Midwest,Yes,1.0,894.0,3.0,69914.0,0.055999999999999994,5.820994548,58.84905903,0.048785853,0.0
Rural,Midwest,Yes,16.0,865.0,4.0,71186.0,0.10300000000000001,5.657847989,59.93898547,0.110308129,0.0
Rural,Midwest,Yes,1.0,1797.0,3.0,66525.0,0.063,4.762403039,57.60913405,0.053908465,0.0
Town,Midwest,No,16.0,1632.0,4.0,67005.0,0.084,5.332954942,59.42500961,0.061697215,0.0
Rural,Midwest,Yes,5.0,639.0,3.0,67414.0,0.087,7.762351255,56.76616477,0.064644823,0.0
Rural,Midwest,Yes,12.0,1252.0,3.0,69821.0,0.092,5.129355317,58.19316377,0.049251797,0.0
Rural,Midwest,Yes,16.0,1245.0,3.0,76935.0,0.057,5.089901823,58.4757594,0.056886027,0.0
Town,Midwest,No,16.0,1586.0,7.0,63445.0,0.08199999999999999,5.105688688,55.56562558,0.111142568,0.0
Town,Midwest,No,1.0,1541.0,4.0,90781.0,0.033,7.657347294,57.93189742,0.059384251,0.0
Rural,Midwest,Yes,16.0,69.0,1.0,36667.0,0.408,5.092610192,58.25571365,0.330670278,0.0
Rural,Midwest,Yes,12.0,903.0,4.0,50807.0,0.11199999999999999,4.663137285,56.9375848,0.080549633,0.0
Rural,Midwest,No,1.0,3342.0,9.0,85056.0,0.065,5.717766669,58.08058802,0.069617706,0.0
Suburban,Midwest,No,16.0,8788.0,13.0,114713.0,0.024,7.088810551,59.15878256,0.141768203,0.0
Suburban,Midwest,No,21.0,1898.0,7.0,77925.0,0.051,4.890653701,53.32184336,0.080600088,0.0
Rural,Midwest,Yes,5.0,842.0,2.0,101818.0,0.034,7.244636713,58.30530321,0.054346934,0.0
Rural,Midwest,Yes,4.0,384.0,2.0,59083.0,0.085,5.747255958,57.256016,0.081606455,0.0
Rural,Midwest,No,1.0,2335.0,5.0,64678.0,0.107,7.446143957,56.68804339,0.117436163,0.0
Rural,Midwest,Yes,7.0,362.0,3.0,49337.0,0.128,4.530341134,55.64300846,0.326328537,0.0
Suburban,Midwest,No,19.0,4139.0,10.0,71525.0,0.079,7.724407841,58.58980833,0.351566671,0.0
Suburban,Midwest,No,16.0,11010.0,28.0,74374.0,0.08900000000000001,7.38014309,58.96115163,0.337523039,0.0
Rural,Midwest,No,16.0,1566.0,3.0,103239.0,0.049,6.615722292,58.543996,0.102009121,0.0
Town,Midwest,No,3.0,1152.0,3.0,69643.0,0.059000000000000004,5.599050913,57.40226851,0.087383631,0.0
Suburban,Midwest,No,16.0,7356.0,17.0,78729.0,0.084,7.71419513,58.26016962,0.300515838,0.0
Rural,Midwest,Yes,11.0,307.0,2.0,80625.0,0.049,5.689830651,60.08185606,0.163943754,0.0
Rural,Midwest,Yes,5.0,954.0,4.0,75268.0,0.09300000000000001,5.410642644,58.0145124,0.042173945,0.0
Town,Midwest,No,9.0,912.0,2.0,68257.0,0.10800000000000001,5.564715178,56.39993806,0.104441009,0.0
Rural,Midwest,Yes,2.0,265.0,4.0,62529.0,0.094,4.63117789,53.96164,0.049804688,0.0
Suburban,Midwest,No,4.0,4098.0,5.0,82396.0,0.045,5.834768013,58.12876686,0.08678338,0.0
Town,Midwest,No,8.0,1139.0,3.0,66157.0,0.10400000000000001,5.672889396,58.98821414,0.084652174,0.0
Suburban,Midwest,No,7.0,4423.0,8.0,67028.0,0.07,5.823926712,58.08934613,0.132319675,0.0
Rural,Midwest,Yes,8.0,473.0,2.0,50799.0,0.13,5.014400239,58.26503802,0.071612799,0.0
Suburban,Midwest,No,1.0,7867.0,14.0,99278.0,0.055,7.050170449,59.29831969,0.28292867,0.0
Town,Midwest,No,16.0,589.0,2.0,62103.0,0.086,6.338338025,59.56533486,0.071947423,0.0
Suburban,Midwest,No,16.0,3048.0,7.0,71900.0,0.105,7.806493554,57.68000433,0.260104612,0.0
Rural,Midwest,Yes,16.0,352.0,2.0,56136.0,0.084,7.803960352,56.30991528,0.03902678,0.0
Suburban,Midwest,No,16.0,6143.0,12.0,82611.0,0.07400000000000001,7.144898612,59.36087012,0.279188831,0.0
Rural,Midwest,Yes,16.0,591.0,2.0,59795.0,0.068,6.248712632,59.61595711,0.084369772,0.0
Suburban,Midwest,No,16.0,1830.0,6.0,85156.0,0.040999999999999995,7.652767272,58.6156945,0.287135796,0.0
Town,Midwest,No,5.0,994.0,2.0,90299.0,0.081,7.79900914,56.96449982,0.073483156,0.0
Rural,Midwest,No,16.0,787.0,2.0,92500.0,0.045,6.90119389,59.69416359,0.081044707,0.0
Urban,Midwest,No,9.0,9286.0,26.0,60011.0,0.191,5.950602813,58.25342127,0.194134571,0.0
Town,Midwest,No,67.0,4312.0,14.0,101858.0,0.037000000000000005,6.317656653,58.96924213,0.079855558,0.0
Town,Midwest,No,16.0,1107.0,4.0,56528.0,0.16,6.458336772,59.92172571,0.202254191,0.0
Rural,Midwest,Yes,2.0,48.0,1.0,32455.0,0.222,4.529916927,54.14571542,0.119855967,0.0
Suburban,Midwest,No,16.0,4509.0,12.0,87585.0,0.066,7.561279238,58.63850989,0.251828679,0.0
Suburban,Midwest,No,16.0,6670.0,11.0,113159.0,0.027999999999999997,6.364567186,59.04420056,0.117098968,0.0
Suburban,Midwest,No,24.0,19159.0,29.0,106997.0,0.040999999999999995,7.668443195,56.80985497,0.221248208,0.0
Town,Midwest,No,16.0,2090.0,10.0,67210.0,0.142,6.737942736,59.5394496,0.142701422,0.0
Town,Midwest,No,7.0,931.0,3.0,55503.0,0.129,5.011181713,58.3874755,0.082274882,0.0
Town,Midwest,No,1.0,2055.0,5.0,85791.0,0.059000000000000004,7.651147971,57.98119467,0.100030791,0.0
Suburban,Midwest,No,2.0,8285.0,16.0,108783.0,0.043,7.36014744,57.11880704,0.155689639,0.0
Rural,Midwest,Yes,2.0,356.0,3.0,71667.0,0.059000000000000004,5.302198456,58.44292492,0.03919124,0.0
Town,Midwest,No,14.0,1806.0,5.0,65307.0,0.098,5.679145004,57.11173036,0.089230171,0.0
Town,Midwest,No,9.0,1278.0,2.0,104022.0,0.033,4.465313047,53.80753442,0.044118623,0.0
Town,Midwest,No,7.0,952.0,4.0,76542.0,0.085,7.271786238,58.85644055,0.135128987,0.0
Rural,Midwest,Yes,16.0,246.0,2.0,63050.0,0.086,6.560940655,60.07529761,0.072492915,0.0
Rural,Midwest,No,16.0,1325.0,4.0,69418.0,0.073,4.830550079,53.71659275,0.05308827,0.0
Rural,Midwest,Yes,6.0,276.0,2.0,54130.0,0.09699999999999999,5.618217915,59.23647874,0.22230693,0.0
Rural,Midwest,Yes,10.0,568.0,3.0,77444.0,0.062,5.591668899,59.97978184,0.054867,0.0
Rural,Midwest,Yes,6.0,331.0,2.0,71179.0,0.044000000000000004,5.556907744,58.18594918,0.021569478,0.0
Rural,Midwest,Yes,4.0,508.0,2.0,63409.0,0.081,5.07803045,58.70074034,0.079434409,0.0
Rural,Midwest,Yes,1.0,899.0,5.0,67120.0,0.067,7.588018382,56.41164359,0.05184698,0.0
Rural,Midwest,Yes,16.0,421.0,2.0,62596.0,0.08,6.001394439,59.65869182,0.171418304,0.0
Town,Midwest,No,16.0,4045.0,9.0,105966.0,0.033,6.499302598,58.87893616,0.078511578,0.0
Rural,Midwest,Yes,13.0,1068.0,4.0,59515.0,0.113,5.396504604,57.33895124,0.116385261,0.0
Town,Midwest,No,3.0,1784.0,7.0,64652.0,0.084,6.949477137,59.57830919,0.10072394,0.0
Rural,Midwest,No,3.0,1506.0,5.0,99763.0,0.067,6.391307304,58.57830853,0.051697531,0.0
Rural,Midwest,Yes,2.0,728.0,5.0,52813.0,0.239,5.415547771,58.39246127,0.446274187,0.0
Urban,Midwest,No,16.0,12318.0,20.0,136157.0,0.027000000000000003,7.105222867,58.66141693,0.204853051,0.0
Suburban,Midwest,No,17.0,5116.0,13.0,77854.0,0.086,7.81256819,58.12467942,0.292195868,0.0
Rural,Midwest,Yes,16.0,366.0,2.0,51477.0,0.08199999999999999,5.669426432,59.70564389,0.129387269,0.0
Suburban,Midwest,No,13.0,8543.0,25.0,89966.0,0.047,7.351794581,58.36473448,0.170991241,0.0
Town,Midwest,No,1.0,4279.0,12.0,60829.0,0.145,5.954638062,59.63349727,0.253294926,0.0
